rating,review
40,"I care to Tikal to spend 4 days on the March Equinox and stayed at Inn. It was really close to the gate so I could go and wander around for a couple hours in the morning, come and have breakfast, swim, relax on the grounds, and then go back to the site. It’s such a quiet and peaceful place with amazing birds, monkeys, wild turkeys and Central American raccoons surrounding you. The staff were great and helpful. Warning that the internet access isn’t great - you are in the jungle - and the power is off in the rooms during the day. Again, jungle vibes:)  The food was OK, as a vegan my options were limited, but the fresh fruit and fried plantains were awesome!"
30,"Fantastic location right in the middle of Tikal National Park. Because of that the electricity isn't good and is only available early morning and evening. Mosquito nets are provided and I actually slept really well.  The rooms are on the small side. The restaurant is good, we had dinner twice there and can't complain. Breakfasts are excellent. They sell some nice wooden bits and pieces at the reception. I am really pleased with the salad servers I bought."
50,"We loved our 1 night stay at Tikal Inn. We booked the cheapest rooms which were away from the main part, quiet and surrounded by jungle and wildlife. Saw spider monkeys within 2 mins of arriving and a huge hawk when we left. Rooms are basic by Western standards but clean and bed was comfortable. Lots of hot water.  Very friendly staff and great breakfast. The pool was an added bonus and great for cooling off in. You could also see lots of birds in the gardens around the pool Wish we had booked for 2 nights instead of just 1. Highly recommended"
40,"We booked the cheapest rooms which are located at the Rancheon, about 200 meters from the main building along a well lit trail. The main building is somewhat outdated, but provides for everything. Everything is clean and spacious.  The staff is super service minded and kind.   The hotel is located about 200m from the park entrance."
40,"Tikal Inn is the last of 3 other lodges, therefore the most isolated. The rooms ( most are cabins) are very comfortable without being lavish, good restaurant with a very friendly staff. Next to the Inn is a beautiful meadow surrounded by wooded areas. Often you can encounter lots of coatimundi also known as mapaches or deer. I find this magical."
30,"The best about this hotel is that it is situated right at the entrance of the Tikal site, 5 min walk from the first temple.  The hotel is beautifully decorated, nice restaurant, lobby and rooms.  However a big issue is that the rooms have no airco and temperature is around 30 degrees Celsius at night!"
50,"The property was prefect for the time we were in the park. We stayed for 2 nights.   The best part of our experience was the interaction we had with our guide Tony Ortiz. We were with him for the sunrise tour and a private tour for the evening. He is knowledgeable, positive, and entertaining. We had a blast with him. I suggest doing a group tour in the AM and a private tour in the evening. Use the middle part of the day to rest. Ask for Tony in advance he is a popular guide and his time books up. We lucked out by getting him.   Be aware that buying the tickets to the park is a cumbersome process and it takes some preplanning. Make sure you contact the Jungle Lodge in advance. You will have to provide them a pic of your passport. Don’t be alarmed by this. It is a part of the"
50,"My husband and I stayed here for one night in the ‘hostel’ (If you can call it that!) section. The room is beautiful and we saw quite a few monkeys and birds right from the balcony. Share bathrooms are really nice. We did both the sunset and sunrise tour. Both of our guides were excellent. They were super informative and spoke perfect English. You do see much of the same stuff on both tours but each guide has unique stories and we did see some new places the second day on the sunrise tour.  If you can only choose one, I’d recommend the sunrise. Walking through the jungle in darkness to get to Temple IV was really cool and then once you’re there listening to the jungle progressively wake up from East to West was pretty magical.  There were no bugs when we were there and although"
40,"To explore Guatemala on your own is an adventure. Things don't always work out the way you planned and you must be prepared for a couple of unpleasant surprises. This hotel has its downs: wifi is available only in common areas, lights go out at 11 pm... but, to be in the middle of the gorgeous Mayan jungle, it's worth it. Be sure to carry something for mosquito bites and plenty of sun lotion. "
50,This was one of the highlights of our trip!  The location was so incredible.  There was something truly magical about hearing the wildlife and seeing it all so close.  Tikal is phenomenal - we did the sunset and sunrise tours which were amazing.  The lodge itself is really lovely and the staff were delightful!
50,"We spent 3 lovely nights at the Jaguar Inn. Before we went I messaged the hotel with a couple of questions about tour logistics, tickets, airport pickup, money, and Sofia explained everything and helped me plan ahead. We got to Flores airport and the hotel shuttle was waiting for us. The driver took us to the “bank” where we bought Tikal tickets and after he helped us exchange money at the airport cafeteria (the bank wouldn’t take a $100 cause it had a tiny tiny cut). We got to the hotel, after quite a drive, checked in and went straight to bed tucked in under the mosquito net. The room was beautiful, modern bathroom, no glass on the windows, just a double net that did keep most things out. Tikal is moist, humid, so the air flow is a must. Electricity is supposed to be off at"
40,"Stayed here for three nights. Located just outside Tikal, appr. 200 meters from the entrance.  Rooms are clean. Allthough in the jungle, there weren't any mosquitos, bugs or whatever in the room. Every day fresh towels and cleaning. Electricity and hot water during specific hours (morning, evening). The hotel supplies candles for the night. WiFi only in the restaurant, sufficient for messaging and small pictures. Breakfast, lunch and diner is good (standard), not exceptional. Unfortunately they ran out of mineral water, quite a surprise.  Staff is friendly and arranged a sunrise tourguide (small extra charge). Payments through Visa is not a problem."
40,"It’s my first time at an eco-hotel, I found Jaguar Inn to be very well kept for a hotel in the middle of the jungle, it’s surrounded by nature and you can expect to run into some insects and birds.  I like the fact that the room we stayed at was very well covered against insects - windows and door.  Thankful with the personnel who were always very nice and explained how the schedule for electricity and hot running water.  For breakfast I recommend the Lost World Pyramid, it’s very good! "
10,"Before getting started, I should mention that I'm a travel agent, and for this I can be a little picky. However, it is also for this that I know what I'm talking about, and for which I would never, ever recommend anyone to stay at the Jaguar Inn Tikal. Now, as there are many things that must be said about the hotel, and I don't mean to bore you guys, I'm just going to bullet-point and short-describe what was good, bad, and awful.   * Service- just like every Guatemalan, staff is indulgent, and always willing to give guests a hand, with a smile on their faces.  * Tour Guide- the hotel has its own tour guides, and the guide that showed me and my couple around was just great! He was very knowledgeable, kind and always eager to go the extra mile!  * Drinking water- guests get"
40,"When my tour agent booked me at the Hotel Jaguar Inn in Tikal, I was a bit concerned because I was only aware of the other inside the park accommodations (Jungle Lodge & Tikal Inn).   I must say I was pleasantly surprised when I arrived.  The bungalow (#5) was perfect.  The king size bed was comfortable, the bathroom was very clean and the staff were all very accommodating.  Edwin served me most often in the restaurant and he was very friendly and spoke excellent English which is a plus for me.  As is all lodging on the park, hot water is available only certain hours and the electricity is available only certain hours as well.  Although I couldn’t time my showers to have hot water, the cold shower was very refreshing after a hot day in the park.    The restaurant served basic,"
50,"Tuve la oportunidad de Visitar las ruinas mayas de Tikal, después de muchos años de haberlo deseado, Es un lugar Majestuoso y maravilloso, Todo un complejo de una antigua ciudadela de la civilización maya, Tikal fué el lugar más importante en su momento, El lugar es muy bello y muy bien conservado, tuve la oportunidad de hacer el tour del amanecer, una bella y fascinante experiencia subir al templo IV aun en la oscuridad y esperar que amanezca y ver las crestas de los templos asomando por la bruma de la mañana y en medio de la espesa selva  es de una emoción indescriptible, imagina uno y se transporta a aquellas epocas, despues de esto el guía nos narra toda la historia del lugar y sus antiguos habitantes por alrededor de mas de una hora y media donde fuimos recorriendo senderos"
50,"fuí en Agosto con mi familia, al ser temporada baja allí., estabamos solos. impresionante. interesante tener un guia que te explique cada uno de los detalles. sube a  las pirámides el expectaculo es maravilloso, la vision de la selva."
40,היה לנו אחלה מדריך בשם נתנאל אפרים. כן זה השם האמיתי שלו. היינו בטיול זריחה שהתחיל חביב אבל אחרי זה היינו בעיקר עייפים ורצינו רק ללכת חזרה למלון. מומלץ לטייל כי זה אתר היסטורי אבל לא נפלתי..:) יש שם כל מיני סוגי ציפורים ובלילה כשהגענו הצלחנו גם לשמוע את שאגות הקופים שזה היה מגניב.
50,"Tropikal ekzotik bir orman içinde antik Maya uygarlığı kalıntılarını, tapınak ve piramitleri görmek istiyorsanız adres burası. Gitmeyen önce küçük bir yer olduğunu az sayıda kalıntı bulunduğunu düşünmekteydim. Ancak yaklaşık altı saatlik sürede sadece yarısını gezme fırsatı bulduğumuz kalıntı alanının sadece %20'lik bir bölümü gün yüzüne çıkarılabilmiş..."
40,"Magnifique site Maya en pleine nature comme celui de Copan au Honduras. marche agréable et découverte du site au travers de la végétation. Attention aux lianes (Mayal) tapissées d'épines, au bord du sentier. deux restaurants sont sur place, l'un à l'entrée et l'autre dans la forêt.."
50,"We stayed at the Hotel Tikal Inn and had a marvelous stay.  The customer service was amazing, the cabana (pool side) was just perfect.  They educated us on the times for hot water and electricity along with meal options that could be added.  They are very efficient and strive give the best customer service possible.  Will definitely stay again"
40,"When I visited Tikal i encountered rainy weather which threw a monkey wrench in my plans to see the morning sunrise. So at 4 AM I am lying in bed feeling unhappy. But suddenly i realized how wonderful the rain and wildlife noises, coming through the meshed windows up near the ceiling, sounded. Yes I would have liked to see the sunrise. But the sonic experience of a rain soaked tropical jungle at night is also wonderful.   The good stuff: Tikal inn location is wonderful being right in the park. The staff is generally very helpful understands English, for non Spanish speakers like me. The topical ambiance is charming. Food was simple but good. I like the fact that unlike in the US the food portions are more reasonable over there in general.  Could be better stuff: Power is only"
50,"The staff is friendly, and extremely accommodating.  The tour guides (Andres especially), are knowledgeable, engaging, and insightful.  The rooms(ours was by the pool) are beautiful and comfortable.  We love the atmosphere of this hotel.  Julio at the front desk will take care of your requests, Hugo the driver is helpful and efficient, and Josue is one of the friendliest waiters my wife and I have come across in a long time.  They all certainly left an impression, and made our experience in the jungles of Guatemala and extremely beautiful national park a memorable experience.  Thank you all!"
40,"My partner and I spent five nights at the Tikal Inn, which is perfectly located for easy access to the park and adjacent to some rainforest walking trails. Our room was fairly basic but very clean, with a lovely view across the well tended garden which borders on to the rainforest. I have a particular interest in wildlife and staying in the rainforest and gently waking to the sounds of the dawn chorus; howler monkeys, oropendola, parrots etc, was a real highlight. In the day many other birds and butterflies can be observed in the garden, with fireflies at night.  After long walks around Tikal or following the trails it was great to be able to cool off in the Tikal Inn pool. Staff were smiley and welcoming and the food was very nice, although as others have mentioned be prepared"
40,"We stayed one night in a pool-side bungalow.  The room was clean with a cute front porch. The pool was awesome (but simple - keep in mind this is a National Park hotel not a resort).  Restaurant service was very good including poolside lunch service. We did not do the inclusive meal plan and based on other reviews, sounds like that was a good choice.  We had lunch, dinner and breakfast and found all of them to be somewhere between good and really good.  It is not cheap, but the quality and service was good.  As other's mention, electricity is limited to certain times, but we did not find this to be a problem. We were there just to see Tikal, so we were fine with early to bed.  Sounds like from other reviews that the other two hotels in the park are nicer...that may be true, but"
50,"First thing to note is that the Lodge is located in Tikal. So when you walk out of the concierge building you are at the mouth of the park where everyone starts their Tikal tours. In researching our stay with them, I was unclear on the distance but you couldn’t get any closer for your excursion to Tikal. At the end of the lodge driveway/entrance to the Tikal temple area part of the park, you begin with a mile long walk up to the concentration of temples. If you have mobility issues, you can pay 20Q per group to ride in the back of a rickety truck to save you that walk. The truck runs frequently so you can also take it on your way back. If it’s a hot day or you are not a fan of walking, it can save your energy levels for climbing the temples.   The Hotel Jungle Lodge itself is"
50,"We stayed there for 2 nights and that was a great experience. The room was very nice and comfortable, and it is very quiet, just at the entrance to the park itself, so that you can enter very early or leave at sunset. Food was nice too. The pool was not that clean however and it's a bit pricey,but we do recommend it!"
50,"We loved the Jungle Lodge and visiting Tikal in the early morning before the crowds. The hotel had many community spaces; the pool, the ""Zen Lounge"", a pool table, foosball, and games to lend. The food was good and reasonably priced and we saw so many amazing animals within the grounds (coati, ant-eater, rainbow billed tucan, and of course the haunting cry of the Howler Monkey at 4am). Stock up on water before you leave Flores to save some money - we took 4 gallons of water for 2 nights for our family of 4. Overall, wonderful. "
50,Lovely hotel in the jungle. The restaurant had good food and was a good value. Hearing the howler monkeys during the night was both eerie & fascinating! Staying & eating here was a nice break from the prices we’ve been paying while in Belize. Don’t hesitate to stay here if visiting Tikal.
50,"Let me start by saying that if you travel to the middle of the jungle in Guatemala and expect to stay at a 5 star resort, forget it! You can not find a hotel with butler-service, spa-treatments, room service, and so on. What you can find is this beautiful little jungle lodge, that exceeded our expectations by far. The hotel lies in the middle of the Tikal national park. The hotel picked us up at Flores airport, and it´s about an hour drive from the airport to the hotel. From the minute you enter the reception you get the feeling of being at a true jungle lodge. Absolutely 100% genuine! The paths leading to the rooms cut through the thick jungle, and the rooms are spacious (we had a room with two double beds), clean and refurbished. There is a nice seating area, nice furniture,"
50,"It was my first time visiting Tikal went the first week of October and I researched many hotels and decided on Hotel Jaguar Inn Tikal for the jungle experience. My mother had stayed a few years and a friend of my mother had also stayed at the hotel recently. I didn't know what to expect as you can see from many of the reviews some are good and other not so good. I decided to give it a try. I can say this research what is your best option to get to Tikal (its very far from the city), make travel arrangements with a travel company or go through EL Dorado bus line to get you to Flores and take a taxi to Tikal (options are very limited and can be costly). **Note: if you have a reservation for a hotel inside Tikal, once you pay for the entrance to Tikal and you don't use your park"
40,"Visiting Tikal, we wanted to be close to the action, so we opted to stay at one of the hotels in the park, rather than in Flores or El Remate. We organised a taxi transfer fro Flores airport through the hotel, and the driver was there on time to collect us. He advised us that we would need to take money out in town, as there is no cash machine near Tikal. En route, we stopped at a shop. If you need anything, make sure that you buy it before getting to Tikal as there are no shops there. Buy insect repellant!  Upon arrival, we checked in with no problem. We were immediately struck by how friendly the staff members were, and their bright and helpful demeanours were by far and away some of the best which we have encountered on our travels.   Although you can camp at the Jaguar Inn,"
30,"A nice hotel and a really nice and friendly guy at the reception, who provided us with a lot of information. No airco and the electricity turns off at 9. But, that's part of sleeping in the jungle - respect for nature, which is a good thing.   Keep in mind that since 5 months ago a day ticket bought after 3 pm, is the day after not valid anymore! You simply have to buy two day tickets. So, staying a night in the jungle leaves you a difficult choice:   Or you decide to go just one day (but buses leave at maximum 2.30 pm and you'll need a full day to see all of Tikal, so that means you better buy a sunrise ticket).  Or you buy two day tickets.  Or you go early, stay there the night and go home early.   Apart from that, the hotel itself was fine. Nothing really to complain about."
20,"Jaguar Inn is one of the few hotels at the enterance of Tikal. The rates of the rooms are way too high. Concerning hotels its a better option to stay for example in El Remate - that is just about 40 minutes by car/bus to Tikal. There you have very nice hotels for 1/3 of the price of Jaguar Inn.  The restaurant of Jaguar Inn doesnt fit with the roomrate. The menu has hamburgers, sandwiches and spaghetti - and 1 or 2 other dishes. That's all.  Very poor wifi.  They use ""we are in the middle of the jungle"" as kind of excuse - but I ve been in more remote places who have much better facilities/service."
40,"We really enjoyed our stay here despite having read a few questionable reviews.  Jaguar Inn is located 17km inside the Tikal National Park.  You must pay for your entry to the National Park on the way in to the park. This allows you entrance to the Park to visit the monuments.  Should you want to visit at sunrise or have a guided tour there is an extra charge.   We opted to take a sunrise tour with Ronny from our hotel. He was an excellent guide, very knowledgeable and even gave our group a bit of a wildlife tour too! We saw lots of wildlife and heard the infamous Howler Monkeys.  The hotel was very comfortable and the restaurant food was superb.  Given you are staying in a remote National Park there are restrictions on water and electricity, however, we didn’t experience any"
50,We walked up to Francesco who was in-charge of the camping ground and asked if we could stay in tents of Hammocks for the evening. We opted for the hammocks at 90Q pp and it was totally worth it. Francesco sets of the hammocks and bug nets for you and you can sleep under a hut to shelter you in case it rains! There are bathroom and shower facilities near by as well. In the morning we were woken by howler monkeys and other noises of the jungle which was an unforgettable experience. We followed by going into Tikal National Park to catch the sunrise! Highly recommended!
50,"One of the coolest experiences in this park are the howling monkeys. Unfortunately, they only come out at nightfall! So if you would like to increase your chances of hearing these lion - like howling animals, you should plan for visiting the park in the afternoon. In average takes 4 hours to see the sites, so if you start at around 12:30 you would have good chances of living this unforgettable experience...have fun!  "
50,"Es una experiencia inigualable! muy pocos lugares ofrecen lo que Tikal si lo hace.  Recomendaría que contraten a un guía, para así aprovechar al máximo todos los templos y entender un poco más la cultura Maya.   Es algo que no se puede describir, ya que deben de ir.  Es bien seguro!!!"
30,"The accommodations are very basic- a covered concrete patio to keep you dry and bathrooms, but if you want to experience the sounds of the jungle and get early entrance into the park, this is the way to go. "
50,"We opted for the sunset tour which was quite good. We left Flores via shuttle at noon and got to Tikal by 2 PM ( van made several stops). We had a tour guide Abel who was quite knowledgeable but talked too much that it was difficult to fully comprehend the history. It was very hot and humid so bring lots of water ( there are places to by water at the park entrance). We stayed for 4.5 hours which we felt was adequate. We watched the sunset from the top of one of the temples which was nice. We heard that the sunrise tour was disappointing as it is usually foggy in the morning. Our tour cost 110Q plus park entrance of 170Q pp. There are places to stay in the park too. We saw spider monkies, howler monkies, parrots, red falcon etc. It was worth going out of our way to experience"
10,"We booked this hotel for a family trip, the pictures in the website are not accurate, when we got there the place smelled bad, furniture looked filthy, the staff wasn’t friendly, the restaurant gave us the impression the food will make us sick. No working fans in the rooms, barely electricity, no WiFi service to communicate, the pool was dirty, the place looks rundown. When we arrived to the lobby we thought we arrived to their storage room, no presentation. We decided not to stay there after seeing all of this, when we asked for a refund or part of it the complete refused to do it. Their customer service was terrible, they don’t care for their customer, only for the money. For a few more bucks it’s better to stayed at The Jungle Lodge. We will never use Tikal Inn again and will"
10,"3 hours of electricity a day!!! Staff was wonderful. Hotel was not. Food was ok. Room was horrible. Not enough electricity to even take a shower. Could not sleep at night with no fan, ventilation, and suffering heat and humidity.   Pool was nice. One of few bright spots. We asked for superior room. They said all booked. Lol. All were empty.   The place should be condemned or used as an off-the-grid campground. "
10,"Well I read tons of bad reviews and decided that,maybe, it was bad luck. However, Luck, wasn't the case. We got the Dinner included package and when we ordered they didn't bring the side dishes that it said at the bottom. I asked the waiter and apparently the two items that we ordered did not come with side dishes which was total Bs. Anyway   There's no electricity but from 6pm-10pm Rooms are Hot Service is horrible, (you would assume that after tons of bad reviews and complains they would improve)   Anyway don't be cheap like us and pay the extra bucks to stay nextdoor lol"
10,"We stayed there for two nights. We booked breakfast and dinner for two days. On the second day, he said we didn't pay for it. We spent €200 for two nights and two meals, please keep in mind that Guatamala is by European standards a very affordable country. We asked for our meal on the second day and he asked us for €32, we didn't want to pay that, the food was adequate but not worth anywhere near that. We walked for 2 minutes and outside the hotel was a food stand. He wanted €5 for two people. It was much nicer than the food in the hotel and he was much more friendly."
30,I picked the cheapest room. El Ranchon which is farther in the jungle. I liked the location but it was very basic. Put on bug spray while you sleep. I got lots of bites. Had some issues with pickup from their shuttle and was an hour late arriving. I originally picked the breakfast dinner package but i didn’t think it was worth it. Limited choices and only advantage seemed to be dessert. Nachos were good. Pool was a little cloudy but nice.
30,"We only had one night, great rooms but they did not cope with late dinner service even though we were told meals would be available for another hour. This was a shame as they let the rest of the hotel down.  Clean comfortable rooms."
50,We stayed for 2 nights in the Jungle Lodge Tikal (excellent stay!) and we especially enjoyed the sunrise tour under guidance of Tony.  Tony knows EVERYTHING about Tikal and it was fantastic walking in the early hours of the day with him. We definitely recommend taking the tour with Tony!
50,"At the entrance to Tikal National Park, the perfect place to stay.  The Lodge and grounds are immaculately clean and tidy.  Animals, plants and birds are everywhere.  The staff is friendly and helpful.  The restaurant serves excellent food and drinks.  The pool is large and clean, the sundeck is inviting.  Everything about this place is excellent.  The only complaint I have, has nothing to do with the lodge itself, but rather the confusion over where and how to buy tickets to Tikal.  The hotel does not sell them directly, and if you want to go on a sunrise tour, you have to buy your tickets the day before, an hour and a half away at a bank in Flores.  It is the weirdest and most inconvenient system I have ever encountered.  I'll go so far as to use the word stupid on the part of"
40,"Jungle Lodge Hotel is a very nice facility obviously recently renovated. We stayed in a standard room which had a king sized bed. The nice thing about this hotel, in addition to having a pool to cool off in during the heat of the afternoon, is that it has power to its ceiling fans and an emergency light all night long. Everything in the park runs on generators so this is a rarity right now. You can save almost $20US per night if you book directly through the hotel web site. We were not so pleased with the restaurant on site but that's another review."
50,"Amazing jungle resort. Amazing hikes (Jungle hike with Elvis was a highlight) & excursions to spend the day. Hotel itself is an incredible self-sufficient lodge perched over a river in a mountain canyon. Absolutely beautiful and unique location - a fantastic place to stay whether you’re there as a couple, family, or with friends. 5 Stars! "
30,"The best thing about this place is it's location, as it's a very short walk to the entrance to Tikal. Plus the owner (or manager) is also a good man and very helpful.   The accommodation (we had a bungalow) is average. It was cleanish, though wasn't cleaned or more relevantly toilet paper bin emptied during our stay. It really could have done with a mosquito net around the bed. Cheap and easy to organise, me thinks.  The worst thing was the food. We don't eat much meat and ordered two of the very few veg options on the menu. The Italian salad was appalling and surprisingly the nachos barely edible (we loved and lived on nachos elsewhere in Guatemala).   We had thought this was standard fare for the Tikal hotels until we went to the hotel next door, and instantly regretted not"
50,"My stay at the Jaguar was a brief but enjoyable one.  A member of the staff who went by the name of Edwin helped us whenever we needed anything.  His directions and tips were bang on and he was  very accommodating.  I found the room to be quite comfortable and the even the showers were quite good considering we were in the middle of the jungle.  One warning is that being in the jungle, the power is shut off from 9pm to 9am.  However, it was really soothing, being completely surrounded by the sounds of the jungle while falling asleep.  If you can live without electricity for twelve hours then I definitely recommend Jaguar Inn for your stay at Tikal.  You will also see some nice wildflowers and possibly even a wild turkey or two like I did.  It's also worth mentioning that it was"
40,Great spot in park. Within walking distance to entrance. Simple restaurant. Thankful for their back up battery which kept fans running all night.  Just be warned. You are in the jungle. Expect bugs. Lots of mosquitoes and wifi is sparse ;) enjoy the surroundings! 
30,"My friend and I stayed here for one night so we could do the sunrise tour at Tikal. The cut off the electricity from 9pm until 12noon, so don't expect a hot shower or wifi during that time because its not happening.  I give it a 3 because they can could offer better food vs the American type of food. I came to Guatemala to eat their traditional food not American. Also there were some guests making to much noise past midnight and the staff could have done a better job controlling them. Not getting good rest due to their laughing and talking loud was not helpful having to wake up at 3am for the 4am sunrise tour.  It could be a better hotel if they worked on those issues.  "
30,"My wife and I visited in June of 17 and decided to stay in Tikal so we could do the sunrise tour in the park. There weren't too many options in terms of hotels but Jaguar Inn seemed like the best place for the best price. The room and bathroom itself were clean and the temperature was fine for sleeping (even in June). The hotel had electricity and water restriction times so we weren't able to run the fan at night, but the temperate was still decent in the room. (I believe each hotel in Tikal has similar rules in terms of electricity and water.) One night cost around 40 bucks, very reasonable.   But... before arriving in Guatemala, I had contacted hotel about transportation to Tikal and they sent me info for transportation that was double what I ended up paying. I would recommend"
10,"This place is a pretty much a dump, but thats sort of what you expect when staying in the actual park, so ordinarily I would not complain. However this place took it several steps further putting it firmly on my S@#T LIST. Specifically  - lights go off at 10 PM - rude, lazy, dismissive service - abusive guests - toilets that block as soon as you use them - concrete bunker rooms - No AC - No fan when the power is switched off  ..OK you might say that the hotel cannot control the type of guest that arrives, but when a man is verbally abusing a woman in the main restaurant and the staff/manager do nothing it's pretty bad.   Good things about the hotel  - The pool is OK and needed after climbing pyramids all day...but you cannot use it after 9:30 PM"
40,"We stayed here for a night and found the accommodations to be more than adequate.  Power was available overnight and a ceiling fan made it easier to sleep than in the non powered places we stayed on our trip.  In the morning, we were woken by all sorts of furry and feathered critters running around outside.  The pool was nice to have and the food was pretty good as well."
30,"There is nothing fancy about this spot but if you are interested in being as close to Tikal as possible, this is a good choice.   The hotels within the park are all required to limit their electricity use so you are going to want to bring a spare battery charger for your phone/camera/whatever. Wifi must be on a secret backup generator because I did receive a signal even when the electricity was off. I was able to get a signal in my room, only because I was right next to the lobby. In general, wifi is only available in the lobby and not in the rooms.   Our room was clean and the staff was very friendly. We enjoyed our two meals. Some of the decor is a little 1970s but it's not like you are going to hang out all day at the hotel when you are on the doorstep of such a spectacular"
40,"My wife and I found the staff very pleasant -- especially the restaurant employees. As others have said, our room was basic but clean. It's also a very pretty setting, and you'll probably get the chance to see some wildlife -- e.g. turkeys, coatimundi, birds, etc.  This is not a fancy hotel. Nor does it present itself as such. So I don't think it's entirely fair to judge it by those standards, as some of the reviews here seem to be doing. I don't know what the other two hotels outside the park are like, but if you think it's worth it to spend a night at Tikal in order to take a sunrise tour or to have the chance to be in the park when the crowds are smaller, this is a very good option.  If you're looking for a luxurious hotel experience with spas and Godiva chocolates on your"
40,"Good basic hotel conveniently located close to Tikal National Park. Great food and excellent service by the dining room staff. We enjoyed the pool in the hot afternoons! Special thanks to the manager, Roxy Ortiz, for her help and advice."
50,"This national park is a discovery and the history is fantastic. Take a guided tour to understand the site and the Mayan culture , temples and the background if thus magnificent site. Simply astonishing!  I visited the park in December 2008 or 2009 "
40,Travelled with my daughter to Tikal. We selected this hotel to be able to explore the site after the daily crowds. It was an excellent location. We stayed in their jungle suites with a jacuzzi and the room was beautifully appointed.Food was not excellent and sometimes they ran out of ingredients and ice. I mention ice because it was really hot and the drinks were not cold long enough for me. The staff is excellent and very cordial. Please note that this hotel is amazing but did not have air conditioning which we missed dearly at temperatures of nearly 40c. Still I am rating it 4 stars because we did get all that we had signed for. I highly recommend this place if you want to be in a special setting and have Tikal to yourself just before sunrise or sunset.
50,"TLDR; Unforgettable digs for the night. Dont hesitate about bringing your geat, there is a ""secure"" place to store your stuff. And it's cheaper than anything else in the area. Inns/comedors have so-so (price and quality) food and sporadic Wifi. Stay and you wont regret it.  My wife and I slept in side-by-side hammocks for our one night in Tikal. There were NO issues with the accommodations. The hammocks were sturdy material with a bug net. If you enjoy camping (glamping even), then do this. We did not have reservations, just showed up around 10AM and had our pick of a tent or hammocks. We chose hammocks because we aren't cavemen and they are hammocks. We were able to rent everything and pay for the campsite all with the very nice warden/groundskeeper. He was friendly and eager"
50,"Посетили древний город с группой.Перед экскурсией покормили и пошли смотреть руины, вообще впечатляет, одевайте обувь удобную, ходить придется много. Видели обезьян, попугаев, лису. Строения впечатляют, раскопали процентов 10. Поднимались на пирамиду.Рекомендую к просмотру."
50,Me and my friends booked sunrise welcome trip to Tikal. Although the trip started at 3am but it worth without hesitation!  Tikal is absolute must to see in Guatemala. It´s so  magical to sit on the highest ruin and and listen to all jungle voices waking up. Then seeing all the temples was stunning!
50,"Si vas a Guatemala debes ir a este lugar, es increíble que a pesar los años podamos disfrutar de esta maravilla, tienes cientos años de historia y pensar como construyeron estas monumentales construcciones es asombroso...no te lo puedes perder..."
40,"We stayed here after our sunset tour of Tikal park. It was so convenient to stay so close to the park and not have to travel at night. We had a wonderful dinner and breakfast in the restaurant. We enjoyed a relaxing swim in the pool. The hotel and facilities are modern and clean. There is no a/c and Tikal is very humid. The ceiling fan was helpful. The shower was cool, which was fine since it was so warm out."
50,"Had a great stay here, the rooms are beautiful, the staff friendly, and location outstanding for seeing Tikal.   Special mention must go to tony ortiz our tour guide who gave us a brilliant sunrise tour. Tony is charismatic and full of knowledge. His father was an archaeologist on the site and he grew up in Tikal and has been doing tours for over 60 years. He gave great insight into Mayan history, the restoration process of Tikal, and modern day Guatemala. A real highlight of our trip."
40,"The only thing that keeps me from giving 5 stars is lack of air conditioning, which of course is due to the awesome location in the park. Nice rooms and bathroom. Lovely pool and good service. Restaurant just ok, but again must consider where you are. Loved all the wildlife, and really recommend the sunset tour as it is cooler and hardly any people there. It felt special to have that kind of access to the park."
40,"I really enjoyed staying here.  It was close to the ruins and after taking the sunrise tour, I could go back at my own leisure.  The grounds are beautiful, staff friendly, room accommodating and bathrooms were modern and clean.  I would go back. "
30,"Pro's: -The rooms are very clean -You're only 1 minute from the entrance. -The rooms were reasonably bug proof. -There is a nice garden -If the router is on, the wifi works (although verrrry slow). -The restaurant staff of friendly -The furniture in the room is great (by which I mean the bed and the desk, that's all the furniture in the room)  Cons -The room is more an upgraded 2star hotel.: -There is no space for your clothes. Not even a spare chair to hang your sweaty clothes after a day of Tikal. -There is only water pressure from 6:00-9:00am and 6:00-9:00pm. And somewhere around 12:00pm. This means you can't wash your hands after toilet / before eating. -The curtains are way to small for the windows, everyone can see you lying in your bed since most rooms are directly in the"
40,"We stayed at the Jaguar Inn Tikal for 1 night in June 2017. We read all the bad reviews and complaints before hand so weren't expecting much and were prepared for the worst. We were pleasantly surprised. We arrived around 830pm and they were expecting us. We were met by very friendly (and attractive hehe) staff. We set up a sunrise tour for the next morning at this time for 80 Quitzals each (The tour and guide, Ronnie was amazing! Doing this tour is the main reason we chose to stay here. Highly recommend!!) We were surprised to find out that out room had battery backup and power. We were told that only a couple of the units had this and that it was new. It did not cost extra but we were warned that power all night was not guaranteed as they were still testing out the system. We"
